S. No.,image_path,train/test,X_min,Y_min,X_max,Y_max
14852,WSD15/WSD15_0940.jpg,train,133,142,275,329
14853,WSD15/WSD15_0941.jpg,train,169,144,290,298
14854,WSD15/WSD15_0942.jpg,train,56,140,187,309
14855,WSD15/WSD15_0943.jpg,train,90,252,257,489
14856,WSD15/WSD15_0944.jpg,train,159,237,277,384
14857,WSD15/WSD15_0945.jpg,train,138,196,253,341
14858,WSD15/WSD15_0948.jpg,train,160,197,347,418
14859,WSD15/WSD15_0949.jpg,train,111,191,265,391
14860,WSD15/WSD15_0950.jpg,train,193,236,301,368
14861,WSD15/WSD15_0951.jpg,train,183,209,287,340
14862,WSD15/WSD15_0952.jpg,train,164,198,285,343
14863,WSD15/WSD15_0953.jpg,train,94,126,213,362
14864,WSD15/WSD15_0954.jpg,train,220,216,314,335
14865,WSD15/WSD15_0955.jpg,train,234,271,343,412
14866,WSD15/WSD15_0957.jpg,train,262,212,368,344
14867,WSD15/WSD15_0958.jpg,train,191,175,305,314
14868,WSD15/WSD15_0959.jpg,train,146,250,243,376
14869,WSD15/WSD15_0960.jpg,train,113,288,225,428
14870,WSD15/WSD15_0961.jpg,train,109,208,247,397
14871,WSD15/WSD15_0962.jpg,train,43,168,160,303
14872,WSD15/WSD15_0963.jpg,train,118,205,266,397
14873,WSD15/WSD15_0964.jpg,train,134,86,278,266
14874,WSD15/WSD15_0965.jpg,train,115,287,215,417
14875,WSD15/WSD15_0966.jpg,train,220,76,343,218
14876,WSD15/WSD15_0967.jpg,train,86,231,318,523
14877,WSD15/WSD15_0968.jpg,train,152,97,268,308
14878,WSD15/WSD15_0969.jpg,train,93,298,199,444
14879,WSD15/WSD15_0970.jpg,train,145,193,256,335
14880,WSD15/WSD15_0971.jpg,train,113,147,252,324
14881,WSD15/WSD15_0972.jpg,train,147,269,249,397
14882,WSD15/WSD15_0973.jpg,train,135,254,248,402
14883,WSD15/WSD15_0974.jpg,train,191,158,307,302
14884,WSD15/WSD15_0975.jpg,train,167,252,299,418
14885,WSD15/WSD15_0977.jpg,train,143,270,247,411
14886,WSD15/WSD15_0978.jpg,train,35,129,284,497
14887,WSD15/WSD15_0979.jpg,train,66,124,209,309
14888,WSD15/WSD15_0980.jpg,train,179,217,299,366
14889,WSD15/WSD15_0981.jpg,train,139,203,274,389
14890,WSD15/WSD15_0982.jpg,train,139,154,254,301
14891,WSD15/WSD15_0983.jpg,train,117,88,306,371
14892,WSD15/WSD15_0984.jpg,train,185,132,318,300
14893,WSD15/WSD15_0985.jpg,train,220,199,330,326
14894,WSD15/WSD15_0986.jpg,train,167,188,256,301
14895,WSD15/WSD15_0987.jpg,train,151,177,283,346
14896,WSD15/WSD15_0988.jpg,train,107,277,253,445
14897,WSD15/WSD15_0989.jpg,train,154,142,292,311
14898,WSD15/WSD15_0990.jpg,train,85,206,199,354
14899,WSD15/WSD15_0991.jpg,train,103,241,201,357
14900,WSD15/WSD15_0992.jpg,train,125,407,243,515
14901,WSD15/WSD15_0993.jpg,train,69,218,192,369
14902,WSD15/WSD15_0994.jpg,train,161,256,312,439
14903,WSD15/WSD15_0995.jpg,train,214,99,343,259
14904,WSD15/WSD15_0997.jpg,train,76,128,216,310
14905,WSD15/WSD15_0998.jpg,train,148,204,261,350
14906,WSD15/WSD15_0999.jpg,train,80,180,194,315
14907,WSD15/WSD15_1000.jpg,train,35,222,149,358
14908,WSD15/WSD15_1001.jpg,train,187,203,311,354
14909,WSD15/WSD15_1002.jpg,train,78,122,191,348
14910,WSD15/WSD15_1003.jpg,train,146,323,268,466
14911,WSD15/WSD15_1004.jpg,train,133,174,295,372
14912,WSD15/WSD15_1005.jpg,train,157,219,298,387
14913,WSD15/WSD15_1006.jpg,train,43,207,162,351
14914,WSD15/WSD15_1007.jpg,train,91,149,214,308
14915,WSD15/WSD15_1008.jpg,train,112,195,248,361
14916,WSD15/WSD15_1009.jpg,train,80,216,193,362
14917,WSD15/WSD15_1010.jpg,train,88,129,398,440
14918,WSD15/WSD15_1011.jpg,train,137,263,241,396
14919,WSD15/WSD15_1012.jpg,train,119,112,340,397
14920,WSD15/WSD15_1013.jpg,train,52,125,192,307
14921,WSD15/WSD15_1014.jpg,train,195,235,296,359
14922,WSD15/WSD15_1015.jpg,train,168,267,269,396
14923,WSD15/WSD15_1016.jpg,train,141,198,265,352
14924,WSD15/WSD15_1017.jpg,train,72,244,180,375
14925,WSD15/WSD15_1018.jpg,train,181,110,207,139
14926,WSD15/WSD15_1019.jpg,train,156,278,259,405
14927,WSD15/WSD15_1020.jpg,train,142,158,278,320
14928,WSD15/WSD15_1021.jpg,train,114,128,246,293
14929,WSD15/WSD15_1022.jpg,train,141,279,159,302
14930,WSD15/WSD15_1024.jpg,train,138,168,311,390
14931,WSD15/WSD15_1025.jpg,train,211,284,314,414
14932,WSD15/WSD15_1026.jpg,train,51,146,278,418
14933,WSD15/WSD15_1027.jpg,train,175,126,292,272
14934,WSD15/WSD15_1028.jpg,train,43,189,156,333
14935,WSD15/WSD15_1029.jpg,train,52,107,151,274
14936,WSD15/WSD15_1030.jpg,train,213,236,322,369
14937,WSD15/WSD15_1031.jpg,train,113,202,252,388
14938,WSD15/WSD15_1032.jpg,train,166,288,272,419
14939,WSD15/WSD15_1033.jpg,train,107,146,221,290
14940,WSD15/WSD15_1034.jpg,train,135,204,275,386
14941,WSD15/WSD15_1035.jpg,train,90,200,227,379
14942,WSD15/WSD15_1036.jpg,train,37,269,152,406
14943,WSD15/WSD15_1038.jpg,train,189,225,305,373
14944,WSD15/WSD15_1039.jpg,train,74,151,207,319
14945,WSD15/WSD15_1040.jpg,train,171,134,296,295
14946,WSD15/WSD15_1041.jpg,train,152,244,280,417
14947,WSD15/WSD15_1042.jpg,train,83,161,201,315
14948,WSD15/WSD15_1043.jpg,train,151,188,263,332
14949,WSD15/WSD15_1044.jpg,train,170,211,305,384
14950,WSD15/WSD15_1045.jpg,train,138,126,256,275
14951,WSD15/WSD15_1046.jpg,train,167,225,272,354
14952,WSD15/WSD15_1047.jpg,train,103,81,253,288
14953,WSD15/WSD15_1048.jpg,train,136,171,266,345
14954,WSD15/WSD15_1049.jpg,train,146,154,290,325
14955,WSD15/WSD15_1050.jpg,train,161,241,260,370
14956,WSD15/WSD15_1051.jpg,train,9,117,312,440
14957,WSD15/WSD15_1052.jpg,train,134,237,255,394
14958,WSD15/WSD15_1054.jpg,train,107,223,219,364
14959,WSD15/WSD15_1055.jpg,train,63,196,184,349
14960,WSD15/WSD15_1056.jpg,train,83,289,186,413
14961,WSD15/WSD15_1057.jpg,train,138,219,296,428
14962,WSD15/WSD15_1058.jpg,train,51,132,191,309
14963,WSD15/WSD15_1059.jpg,train,36,253,138,375
14964,WSD15/WSD15_1060.jpg,train,66,219,172,354
14965,WSD15/WSD15_1061.jpg,train,98,155,220,300
14966,WSD15/WSD15_1062.jpg,train,209,268,305,384
14967,WSD15/WSD15_1063.jpg,train,164,203,283,355
14968,WSD15/WSD15_1064.jpg,train,84,197,193,338
14969,WSD15/WSD15_1066.jpg,train,132,226,246,368
14970,WSD15/WSD15_1067.jpg,train,205,294,309,424
14971,WSD15/WSD15_1068.jpg,train,39,126,292,476
14972,WSD15/WSD15_1070.jpg,train,92,226,194,354
14973,WSD15/WSD15_1071.jpg,train,37,269,152,406
14974,WSD15/WSD15_1072.jpg,train,39,257,141,376
14975,WSD15/WSD15_1073.jpg,train,220,150,343,299
14976,WSD15/WSD15_1074.jpg,train,150,189,265,331
14977,WSD15/WSD15_1075.jpg,train,239,107,359,261
14978,WSD15/WSD15_1077.jpg,train,201,193,303,322
14979,WSD15/WSD15_1078.jpg,train,108,198,250,386
14980,WSD15/WSD15_1079.jpg,train,85,229,190,368
14981,WSD15/WSD15_1080.jpg,train,61,163,196,333
14982,WSD15/WSD15_1081.jpg,train,122,151,241,300
14983,WSD15/WSD15_1082.jpg,train,193,148,310,295
14984,WSD15/WSD15_1083.jpg,train,127,172,275,374
14985,WSD15/WSD15_1084.jpg,train,49,146,173,296
14986,WSD15/WSD15_1085.jpg,train,130,128,322,409
14987,WSD15/WSD15_1086.jpg,train,182,88,320,266
14988,WSD15/WSD15_1087.jpg,train,67,100,271,398
14989,WSD15/WSD15_1088.jpg,train,156,232,269,384
14990,WSD15/WSD15_1089.jpg,train,67,207,192,354
14991,WSD15/WSD15_1091.jpg,train,156,133,280,287
14992,WSD15/WSD15_1092.jpg,train,117,131,278,386
14993,WSD15/WSD15_1093.jpg,train,145,184,305,387
14994,WSD15/WSD15_1095.jpg,train,229,204,342,344
14995,WSD15/WSD15_1096.jpg,train,172,187,277,312
14996,WSD15/WSD15_1097.jpg,train,167,280,286,432
14997,WSD15/WSD15_1098.jpg,train,165,268,295,446
14998,WSD15/WSD15_1099.jpg,train,138,160,353,442
14999,WSD15/WSD15_1100.jpg,train,39,186,315,492
15000,WSD15/WSD15_1101.jpg,train,127,219,247,371
15001,WSD15/WSD15_1102.jpg,train,237,228,350,370
15002,WSD15/WSD15_1103.jpg,train,110,128,341,358
15003,WSD15/WSD15_1104.jpg,train,135,199,364,485
15004,WSD15/WSD15_1105.jpg,train,92,158,226,317
15005,WSD15/WSD15_1106.jpg,train,117,173,245,328
15006,WSD15/WSD15_1107.jpg,train,145,197,258,341
15007,WSD15/WSD15_1109.jpg,train,58,213,197,385
15008,WSD15/WSD15_1110.jpg,train,162,173,289,341
15009,WSD15/WSD15_1111.jpg,train,112,223,223,362
15010,WSD15/WSD15_1112.jpg,train,138,219,276,415
15011,WSD15/WSD15_1113.jpg,train,84,155,254,349
15012,WSD15/WSD15_1114.jpg,train,105,113,339,443
15013,WSD15/WSD15_1115.jpg,train,209,169,315,301
15014,WSD15/WSD15_1116.jpg,train,119,177,241,331
15015,WSD15/WSD15_1117.jpg,train,92,249,210,379
15016,WSD15/WSD15_1119.jpg,train,78,182,205,344
15017,WSD15/WSD15_1120.jpg,train,144,132,270,288
15018,WSD15/WSD15_1121.jpg,train,131,135,269,332
15019,WSD15/WSD15_1122.jpg,train,119,242,219,365
15020,WSD15/WSD15_1123.jpg,train,253,242,353,365
15021,WSD15/WSD15_1125.jpg,train,129,242,239,383
15022,WSD15/WSD15_1126.jpg,train,24,116,309,490
15023,WSD15/WSD15_1127.jpg,train,137,196,228,317
15024,WSD15/WSD15_1128.jpg,train,150,223,263,371
15025,WSD15/WSD15_1129.jpg,train,179,247,286,382
15026,WSD15/WSD15_1130.jpg,train,174,249,297,410
15027,WSD15/WSD15_1131.jpg,train,143,294,259,444
15028,WSD15/WSD15_1132.jpg,train,159,195,273,341
15029,WSD15/WSD15_1133.jpg,train,74,183,194,343
15030,WSD15/WSD15_1134.jpg,train,153,310,278,476
15031,WSD15/WSD15_1135.jpg,train,192,212,295,338
15032,WSD15/WSD15_1137.jpg,train,94,218,232,396
15033,WSD15/WSD15_1139.jpg,train,231,162,357,319
15034,WSD15/WSD15_1140.jpg,train,36,270,147,407
15035,WSD15/WSD15_1141.jpg,train,175,239,295,385
15036,WSD15/WSD15_1142.jpg,train,130,225,244,354
15037,WSD15/WSD15_1143.jpg,train,165,222,282,363
15038,WSD15/WSD15_1145.jpg,train,163,271,255,391
15039,WSD15/WSD15_1146.jpg,train,148,164,267,318
15040,WSD15/WSD15_1148.jpg,train,147,329,249,471
15041,WSD15/WSD15_1150.jpg,train,72,251,191,402
15042,WSD15/WSD15_1152.jpg,train,118,196,223,331
15043,WSD15/WSD15_1153.jpg,train,95,213,197,344
15044,WSD15/WSD15_1154.jpg,train,139,187,255,338
15045,WSD15/WSD15_1155.jpg,train,138,139,270,300
15046,WSD15/WSD15_1156.jpg,train,225,183,327,308
15047,WSD15/WSD15_1159.jpg,train,167,127,288,282
15048,WSD15/WSD15_1160.jpg,train,14,105,217,407
15049,WSD15/WSD15_1161.jpg,train,80,196,187,332
15050,WSD15/WSD15_1162.jpg,train,84,87,229,276
15051,WSD15/WSD15_1163.jpg,train,151,218,279,376
15052,WSD15/WSD15_1164.jpg,train,122,243,252,380
15053,WSD15/WSD15_1165.jpg,train,142,137,311,315
15054,WSD15/WSD15_1167.jpg,train,217,142,343,295
15055,WSD15/WSD15_1168.jpg,train,165,182,273,319
15056,WSD15/WSD15_1169.jpg,train,81,150,300,440
15057,WSD15/WSD15_1170.jpg,train,118,192,250,394
15058,WSD15/WSD15_1171.jpg,train,125,183,244,342
15059,WSD15/WSD15_1172.jpg,train,107,219,214,346
15060,WSD15/WSD15_1173.jpg,train,151,269,254,397
15061,WSD15/WSD15_1174.jpg,train,131,161,321,396
15062,WSD15/WSD15_1175.jpg,train,127,212,302,445
15063,WSD15/WSD15_1176.jpg,train,120,252,234,395
15064,WSD15/WSD15_1177.jpg,train,109,334,206,465
15065,WSD15/WSD15_1178.jpg,train,133,202,248,340
15066,WSD15/WSD15_1179.jpg,train,152,187,274,345
15067,WSD15/WSD15_1180.jpg,train,215,209,341,343
15068,WSD15/WSD15_1181.jpg,train,125,215,238,363
15069,WSD15/WSD15_1182.jpg,train,110,262,205,381
15070,WSD15/WSD15_1183.jpg,train,125,197,241,339
15071,WSD15/WSD15_1186.jpg,train,254,190,368,325
15072,WSD15/WSD15_1187.jpg,train,147,202,260,347
15073,WSD15/WSD15_1188.jpg,train,162,191,272,331
15074,WSD15/WSD15_1189.jpg,train,151,187,268,332
15075,WSD15/WSD15_1190.jpg,train,199,111,317,248
15076,WSD15/WSD15_1191.jpg,train,186,206,313,362
15077,WSD15/WSD15_1192.jpg,train,89,71,314,389
15078,WSD15/WSD15_1193.jpg,train,104,227,231,412
15079,WSD15/WSD15_1194.jpg,train,173,170,283,309
15080,WSD15/WSD15_1195.jpg,train,104,187,251,383
15081,WSD15/WSD15_1196.jpg,train,107,167,253,349
15082,WSD15/WSD15_1197.jpg,train,199,217,302,345
15083,WSD15/WSD15_1198.jpg,train,20,189,144,338
15084,WSD15/WSD15_1199.jpg,train,141,272,241,407
15085,WSD15/WSD15_1200.jpg,train,166,121,295,283
15086,WSD15/WSD15_1202.jpg,train,108,180,236,350
15087,WSD15/WSD15_1203.jpg,train,153,176,280,346
15088,WSD15/WSD15_1204.jpg,train,165,170,337,400
15089,WSD15/WSD15_1205.jpg,train,122,182,250,343
15090,WSD15/WSD15_1206.jpg,train,118,77,287,310
15091,WSD15/WSD15_1207.jpg,train,66,97,269,380
15092,WSD15/WSD15_1208.jpg,train,109,143,376,489
15093,WSD15/WSD15_1209.jpg,train,159,258,260,385
15094,WSD15/WSD15_1210.jpg,train,158,219,275,367
15095,WSD15/WSD15_1211.jpg,train,39,241,158,384
15096,WSD15/WSD15_1212.jpg,train,230,270,331,392
15097,WSD15/WSD15_1213.jpg,train,134,208,213,340
15098,WSD15/WSD15_1214.jpg,train,218,98,358,270
15099,WSD15/WSD15_1215.jpg,train,112,162,234,320
15100,WSD15/WSD15_1216.jpg,train,184,195,299,341
15101,WSD15/WSD15_1217.jpg,train,173,199,273,314
15102,WSD15/WSD15_1218.jpg,train,38,283,146,414
15103,WSD15/WSD15_1219.jpg,train,130,243,248,403
15104,WSD15/WSD15_1220.jpg,train,191,180,302,314
15105,WSD15/WSD15_1221.jpg,train,118,226,221,360
15106,WSD15/WSD15_1222.jpg,train,90,193,198,328
15107,WSD15/WSD15_1223.jpg,train,156,184,276,337
15108,WSD15/WSD15_1224.jpg,train,172,215,309,395
15109,WSD15/WSD15_1225.jpg,train,65,253,167,379
15110,WSD15/WSD15_1228.jpg,train,57,200,241,443
15111,WSD15/WSD15_1229.jpg,train,98,127,326,425
15112,WSD15/WSD15_1230.jpg,train,105,189,217,328
15113,WSD15/WSD15_1231.jpg,train,201,250,341,438
15114,WSD15/WSD15_1232.jpg,train,204,236,329,364
15115,WSD15/WSD15_1233.jpg,train,97,254,197,380
15116,WSD15/WSD15_1234.jpg,train,160,192,274,333
15117,WSD15/WSD15_1235.jpg,train,231,225,334,351
15118,WSD15/WSD15_1236.jpg,train,10,206,134,358
15119,WSD15/WSD15_1237.jpg,train,156,224,258,346
15120,WSD15/WSD15_1238.jpg,train,129,223,243,351
15121,WSD15/WSD15_1240.jpg,train,91,218,230,391
15122,WSD15/WSD15_1241.jpg,train,174,188,330,400
15123,WSD15/WSD15_1243.jpg,train,157,173,282,348
15124,WSD15/WSD15_1244.jpg,train,140,115,267,270
15125,WSD15/WSD15_1245.jpg,train,85,248,193,379
15126,WSD15/WSD15_1246.jpg,train,51,183,184,341
15127,WSD15/WSD15_1247.jpg,train,200,248,305,383
15128,WSD15/WSD15_1249.jpg,train,146,168,285,337
15129,WSD15/WSD15_1250.jpg,train,117,93,290,317
15130,WSD15/WSD15_1251.jpg,train,58,87,319,394
15131,WSD15/WSD15_1252.jpg,train,181,202,293,348
15132,WSD15/WSD15_1253.jpg,train,136,283,240,413
15133,WSD15/WSD15_1254.jpg,train,143,261,247,390
15134,WSD15/WSD15_1255.jpg,train,45,81,309,409
15135,WSD15/WSD15_1256.jpg,train,90,189,196,322
15136,WSD15/WSD15_1257.jpg,train,79,308,188,442
15137,WSD15/WSD15_1258.jpg,train,232,290,347,438
15138,WSD15/WSD15_1259.jpg,train,110,194,233,351
15139,WSD15/WSD15_1260.jpg,train,146,232,245,360
15140,WSD15/WSD15_1261.jpg,train,106,184,256,375
15141,WSD15/WSD15_1262.jpg,train,146,12,291,202
15142,WSD15/WSD15_1263.jpg,train,109,247,210,371
15143,WSD16/WSD16_0001.jpg,train,102,229,233,369
15144,WSD16/WSD16_0002.jpg,train,120,123,265,297
15145,WSD16/WSD16_0003.jpg,train,165,140,286,281
15146,WSD16/WSD16_0004.jpg,train,167,138,353,308
15147,WSD16/WSD16_0005.jpg,train,91,62,228,250
15148,WSD16/WSD16_0007.jpg,train,121,192,325,377
15149,WSD16/WSD16_0008.jpg,train,67,196,258,370
15150,WSD16/WSD16_0009.jpg,train,76,177,289,367
15151,WSD16/WSD16_0010.jpg,train,77,125,307,357
15152,WSD16/WSD16_0011.jpg,train,126,124,318,318
15153,WSD16/WSD16_0012.jpg,train,44,85,344,353
15154,WSD16/WSD16_0013.jpg,train,85,160,262,355
15155,WSD16/WSD16_0014.jpg,train,164,193,314,357
15156,WSD16/WSD16_0015.jpg,train,147,220,275,362
15157,WSD16/WSD16_0016.jpg,train,2,117,33,152
15158,WSD16/WSD16_0017.jpg,train,44,10,70,44
15159,WSD16/WSD16_0019.jpg,train,122,213,266,331
15160,WSD16/WSD16_0020.jpg,train,181,153,341,343
15161,WSD16/WSD16_0022.jpg,train,115,158,318,331
15162,WSD16/WSD16_0023.jpg,train,166,198,321,341
15163,WSD16/WSD16_0024.jpg,train,211,187,291,284
15164,WSD16/WSD16_0025.jpg,train,114,226,293,401
15165,WSD16/WSD16_0026.jpg,train,162,131,291,278
15166,WSD16/WSD16_0027.jpg,train,81,169,263,351
15167,WSD16/WSD16_0028.jpg,train,115,116,301,372
15168,WSD16/WSD16_0029.jpg,train,125,156,278,356
15169,WSD16/WSD16_0030.jpg,train,110,235,233,348
15170,WSD16/WSD16_0031.jpg,train,10,94,266,386
15171,WSD16/WSD16_0032.jpg,train,97,207,268,332
15172,WSD16/WSD16_0033.jpg,train,135,143,279,302
15173,WSD16/WSD16_0034.jpg,train,190,148,324,359
15174,WSD16/WSD16_0035.jpg,train,92,227,269,426
15175,WSD16/WSD16_0036.jpg,train,59,131,301,371
15176,WSD16/WSD16_0037.jpg,train,138,187,337,348
15177,WSD16/WSD16_0038.jpg,train,76,187,283,381
15178,WSD16/WSD16_0039.jpg,train,123,199,269,335
15179,WSD16/WSD16_0041.jpg,train,161,158,352,351
15180,WSD16/WSD16_0042.jpg,train,164,112,316,285
15181,WSD16/WSD16_0043.jpg,train,122,178,259,319
15182,WSD16/WSD16_0044.jpg,train,222,418,297,490
15183,WSD16/WSD16_0045.jpg,train,79,223,103,254
15184,WSD16/WSD16_0046.jpg,train,88,263,192,375
15185,WSD16/WSD16_0047.jpg,train,73,186,277,385
15186,WSD16/WSD16_0048.jpg,train,131,66,231,191
15187,WSD16/WSD16_0049.jpg,train,151,112,273,250
15188,WSD16/WSD16_0050.jpg,train,168,55,238,122
15189,WSD16/WSD16_0051.jpg,train,146,177,344,378
15190,WSD16/WSD16_0052.jpg,train,147,165,296,344
15191,WSD16/WSD16_0053.jpg,train,109,175,318,372
15192,WSD16/WSD16_0054.jpg,train,163,129,294,259
15193,WSD16/WSD16_0055.jpg,train,101,53,301,252
15194,WSD16/WSD16_0056.jpg,train,167,180,323,331
15195,WSD16/WSD16_0057.jpg,train,125,92,249,239
15196,WSD16/WSD16_0061.jpg,train,145,213,320,355
15197,WSD16/WSD16_0062.jpg,train,166,138,295,283
15198,WSD16/WSD16_0063.jpg,train,106,238,226,369
15199,WSD16/WSD16_0064.jpg,train,181,185,319,318
15200,WSD16/WSD16_0065.jpg,train,85,136,309,338
15201,WSD16/WSD16_0066.jpg,train,168,187,326,334
15202,WSD16/WSD16_0067.jpg,train,85,173,296,343
15203,WSD16/WSD16_0068.jpg,train,120,190,241,353
15204,WSD16/WSD16_0069.jpg,train,141,168,286,353
15205,WSD16/WSD16_0070.jpg,train,106,161,284,314
15206,WSD16/WSD16_0071.jpg,train,119,138,261,304
15207,WSD16/WSD16_0072.jpg,train,143,62,294,233
15208,WSD16/WSD16_0073.jpg,train,117,181,260,370
15209,WSD16/WSD16_0074.jpg,train,141,218,288,347
15210,WSD16/WSD16_0075.jpg,train,90,178,312,388
15211,WSD16/WSD16_0076.jpg,train,156,112,176,135
15212,WSD16/WSD16_0077.jpg,train,166,197,277,318
15213,WSD16/WSD16_0079.jpg,train,38,118,290,380
15214,WSD16/WSD16_0080.jpg,train,55,210,245,374
15215,WSD16/WSD16_0081.jpg,train,122,112,264,244
15216,WSD16/WSD16_0082.jpg,train,111,223,253,342
15217,WSD16/WSD16_0083.jpg,train,60,222,236,368
15218,WSD16/WSD16_0084.jpg,train,144,142,303,285
15219,WSD16/WSD16_0085.jpg,train,75,149,257,333
15220,WSD16/WSD16_0086.jpg,train,91,138,275,314
15221,WSD16/WSD16_0087.jpg,train,135,118,272,262
15222,WSD16/WSD16_0088.jpg,train,147,258,265,369
15223,WSD16/WSD16_0089.jpg,train,70,168,294,362
15224,WSD16/WSD16_0090.jpg,train,62,148,269,369
15225,WSD16/WSD16_0091.jpg,train,28,121,126,271
15226,WSD16/WSD16_0092.jpg,train,138,163,334,352
15227,WSD16/WSD16_0093.jpg,train,88,93,362,357
15228,WSD16/WSD16_0094.jpg,train,125,126,336,364
15229,WSD16/WSD16_0095.jpg,train,176,198,292,332
15230,WSD16/WSD16_0096.jpg,train,149,158,282,306
15231,WSD16/WSD16_0097.jpg,train,113,170,343,372
15232,WSD16/WSD16_0098.jpg,train,119,200,340,393
15233,WSD16/WSD16_0099.jpg,train,122,210,262,384
15234,WSD16/WSD16_0100.jpg,train,107,100,287,301
15235,WSD16/WSD16_0101.jpg,train,109,177,288,359
15236,WSD16/WSD16_0102.jpg,train,61,90,291,356
15237,WSD16/WSD16_0103.jpg,train,88,188,282,381
15238,WSD16/WSD16_0104.jpg,train,77,150,269,385
15239,WSD16/WSD16_0105.jpg,train,68,205,288,397
15240,WSD16/WSD16_0106.jpg,train,62,141,267,370
15241,WSD16/WSD16_0107.jpg,train,41,140,354,505
15242,WSD16/WSD16_0108.jpg,train,252,425,302,487
15243,WSD16/WSD16_0109.jpg,train,71,153,269,349
15244,WSD16/WSD16_0110.jpg,train,116,195,300,372
15245,WSD16/WSD16_0111.jpg,train,91,159,295,362
15246,WSD16/WSD16_0112.jpg,train,78,11,117,61
15247,WSD16/WSD16_0113.jpg,train,124,191,338,377
15248,WSD16/WSD16_0114.jpg,train,78,12,115,66
15249,WSD16/WSD16_0118.jpg,train,114,82,254,244
15250,WSD16/WSD16_0119.jpg,train,159,130,350,323
15251,WSD16/WSD16_0120.jpg,train,95,192,344,519
15252,WSD16/WSD16_0121.jpg,train,192,95,318,232
15253,WSD16/WSD16_0123.jpg,train,125,126,317,347
15254,WSD16/WSD16_0124.jpg,train,147,148,349,367
15255,WSD16/WSD16_0125.jpg,train,103,209,269,331
15256,WSD16/WSD16_0126.jpg,train,158,46,275,203
15257,WSD16/WSD16_0127.jpg,train,120,227,273,390
15258,WSD16/WSD16_0128.jpg,train,54,125,317,374
15259,WSD16/WSD16_0129.jpg,train,71,179,233,356
15260,WSD16/WSD16_0130.jpg,train,54,134,266,341
15261,WSD16/WSD16_0131.jpg,train,137,166,257,344
15262,WSD16/WSD16_0132.jpg,train,9,265,35,303
15263,WSD16/WSD16_0133.jpg,train,95,153,244,304
15264,WSD16/WSD16_0134.jpg,train,169,234,272,343
15265,WSD16/WSD16_0135.jpg,train,114,93,289,294
15266,WSD16/WSD16_0136.jpg,train,114,89,249,248
15267,WSD16/WSD16_0137.jpg,train,76,198,260,394
15268,WSD16/WSD16_0138.jpg,train,84,220,237,344
15269,WSD16/WSD16_0139.jpg,train,77,181,256,388
15270,WSD16/WSD16_0141.jpg,train,152,82,298,241
15271,WSD16/WSD16_0142.jpg,train,117,167,282,338
15272,WSD16/WSD16_0143.jpg,train,42,179,257,412
15273,WSD16/WSD16_0144.jpg,train,140,170,293,298
15274,WSD16/WSD16_0145.jpg,train,136,117,313,277
15275,WSD16/WSD16_0146.jpg,train,-6,67,47,163
15276,WSD16/WSD16_0147.jpg,train,95,181,225,289
15277,WSD16/WSD16_0148.jpg,train,60,43,317,335
15278,WSD16/WSD16_0149.jpg,train,80,184,308,393
15279,WSD16/WSD16_0150.jpg,train,39,33,329,328
15280,WSD16/WSD16_0151.jpg,train,133,196,250,307
15281,WSD16/WSD16_0152.jpg,train,108,154,256,333
15282,WSD16/WSD16_0153.jpg,train,139,102,362,306
15283,WSD16/WSD16_0154.jpg,train,141,153,302,336
15284,WSD16/WSD16_0155.jpg,train,65,105,369,445
15285,WSD16/WSD16_0156.jpg,train,118,204,300,387
15286,WSD16/WSD16_0157.jpg,train,101,130,291,335
15287,WSD16/WSD16_0159.jpg,train,103,150,294,324
15288,WSD16/WSD16_0160.jpg,train,65,215,240,352
15289,WSD16/WSD16_0161.jpg,train,168,94,179,109
15290,WSD16/WSD16_0162.jpg,train,113,201,240,330
15291,WSD16/WSD16_0163.jpg,train,142,152,271,269
15292,WSD16/WSD16_0164.jpg,train,131,79,258,226
15293,WSD16/WSD16_0165.jpg,train,346,1,397,50
15294,WSD16/WSD16_0166.jpg,train,180,168,300,338
15295,WSD16/WSD16_0167.jpg,train,89,198,255,376
15296,WSD16/WSD16_0168.jpg,train,113,192,274,336
15297,WSD16/WSD16_0169.jpg,train,93,197,267,354
15298,WSD16/WSD16_0170.jpg,train,86,143,255,355
15299,WSD16/WSD16_0171.jpg,train,133,123,346,337
15300,WSD16/WSD16_0172.jpg,train,151,198,288,313
15301,WSD16/WSD16_0175.jpg,train,110,421,150,496
15302,WSD16/WSD16_0176.jpg,train,97,119,266,296
15303,WSD16/WSD16_0177.jpg,train,65,168,248,335
15304,WSD16/WSD16_0178.jpg,train,115,172,304,349
15305,WSD16/WSD16_0179.jpg,train,133,154,252,348
15306,WSD16/WSD16_0180.jpg,train,97,172,303,364
15307,WSD16/WSD16_0181.jpg,train,361,0,402,44
15308,WSD16/WSD16_0182.jpg,train,86,170,297,360
15309,WSD16/WSD16_0183.jpg,train,171,134,343,307
15310,WSD16/WSD16_0185.jpg,train,107,202,319,370
15311,WSD16/WSD16_0186.jpg,train,101,198,230,375
15312,WSD16/WSD16_0187.jpg,train,88,184,257,336
15313,WSD16/WSD16_0188.jpg,train,37,203,222,386
15314,WSD16/WSD16_0189.jpg,train,141,174,306,327
15315,WSD16/WSD16_0190.jpg,train,40,112,322,427
15316,WSD16/WSD16_0191.jpg,train,113,196,279,339
